seed,90%,80%,70%,60%,50%,40%,30%,20%,10%
1,9.7701,8.4087,8.3197,7.4808,7.4039,7.5474,6.4043,8.3935,86.4024
2,2.7644,3.716,4.9708,6.3851,7.1365,7.6858,9.5861,11.3908,9.8783
3,7.1375,5.6442,5.6548,5.8176,6.3676,6.0438,6.2806,7.8174,26.6328
4,4.3254,4.7022,5.904,6.1824,5.9492,6.3079,6.7495,8.1335,12.3289
5,10.0644,7.0541,6.6653,6.935,8.5844,7.5672,8.3103,11.2428,9.7011
6,8.607,6.3083,6.6345,6.1562,6.2196,6.2745,8.3591,6.7825,10.3748
7,7.4096,10.1997,8.0351,7.7203,7.4079,7.2218,6.609,7.0209,8.276
8,5.0389,4.1007,4.7809,5.6837,5.6417,6.2784,5.9494,5.8193,9.3698
9,5.2006,6.5425,6.4573,6.2248,6.2826,6.8196,6.0678,6.5548,33.0864
10,8.6794,6.4325,5.7207,7.0708,7.3707,8.7462,7.9217,9.8084,8.4547
11,8.6928,8.8144,10.0934,10.093,8.9211,7.6993,7.5711,9.9663,12.9468
12,9.4265,10.9968,10.9097,13.0204,10.7667,11.6471,13.5415,13.7185,66.2426
13,2.7763,4.4215,6.1071,5.6596,5.9552,7.1434,6.2997,13.5952,9.8567
14,8.5677,8.8167,8.2779,6.6502,7.3572,9.6844,6.9502,6.9536,7.0215
15,6.0311,5.5404,5.7338,6.8161,7.2306,6.3201,6.5855,8.4102,7.7572
16,6.1236,4.8764,6.3153,5.8711,6.3043,6.4433,5.9136,8.1182,10.1628
17,2.7644,5.5862,5.7808,6.2038,6.6841,6.6129,6.5265,7.5963,6.9491
18,4.6675,6.4929,5.8675,6.5039,7.5961,6.9352,6.8808,6.7079,14.0935
19,3.7457,5.9947,5.5089,5.0296,5.8426,9.8286,11.548,9.0385,24.4721
20,10.8514,10.7448,8.3964,6.8463,7.9877,8.4366,7.6896,8.5949,8.1403
21,7.8536,7.5215,8.3473,7.0187,6.1164,5.8773,9.0147,7.5409,7.9786
22,4.029,8.1096,7.8449,6.1871,5.4841,5.8149,5.781,7.2909,31.7374
23,8.6794,8.7874,7.4201,6.907,6.5904,6.683,6.5677,6.0885,9.8475
24,11.4447,8.907,6.9787,7.3023,7.4105,7.08,6.3663,8.9648,10.2028
25,6.853,6.1549,5.5653,5.6616,6.1969,6.0904,5.9524,9.1902,9.1091
26,11.4447,10.1997,7.8538,8.2647,7.3588,6.9282,6.6863,7.1287,6.906
27,4.2506,5.3664,6.5959,6.0815,6.3252,7.0426,7.6223,7.8884,66.2426
28,8.7271,8.6436,8.3291,7.8004,7.3899,6.4687,7.1046,9.2998,11.1304
29,9.2675,6.6482,6.4746,5.6838,5.5613,6.5163,6.2898,6.3197,7.1466
30,9.7701,8.0598,8.6744,7.9252,7.9189,8.6243,7.5291,6.9672,154.6856
31,7.2045,8.6246,6.6425,6.6282,6.0053,6.2639,7.4774,6.3894,12.4068
32,5.0389,5.7577,6.116,6.01,6.0237,5.6841,6.8448,11.4268,9.5247
33,11.6954,8.1667,10.3226,9.4287,8.6042,7.3943,9.7601,18.134,8.3239
34,6.3385,6.773,5.7942,6.833,7.3544,6.7856,6.3146,9.4397,13.2433
35,6.3385,5.9201,6.7318,7.0342,6.2962,6.6443,6.5079,6.2077,56.0235
36,8.4639,8.1441,6.9817,6.4914,5.8626,6.2789,6.1709,6.7136,10.0771
37,6.1614,8.2379,8.4286,7.4484,7.67,7.0546,8.2384,7.091,7.0409
38,5.5713,6.6426,6.1566,6.0707,6.8199,8.8762,7.62,6.7989,6.9584
39,5.5713,7.6399,6.8894,7.6222,7.4473,7.5631,8.2173,8.2655,11.0751
40,6.8225,6.3416,8.228,7.6882,7.0667,7.0892,7.0812,8.4954,8.6937
41,9.2418,10.6989,7.8404,6.1692,5.5196,5.793,9.228,10.5214,12.5541
42,5.427,6.0004,6.1033,6.8599,6.8082,7.8189,6.9331,7.4566,7.0523
43,4.3353,5.4721,4.9254,6.6776,6.0395,5.7771,5.8653,6.8779,13.882
44,7.1333,7.183,9.2481,10.2433,9.3431,7.962,7.9007,7.5558,6.9491
45,5.7388,5.7361,6.3721,6.7425,7.5082,6.8525,6.645,6.8305,8.5492
46,7.0803,7.055,5.452,4.9253,5.0031,9.4505,8.6444,7.9264,7.838
47,8.0761,5.9886,6.3902,7.3662,7.1703,6.6771,6.1835,7.1126,10.1792
48,8.653,6.9654,6.7202,7.0368,6.355,5.831,7.0842,7.9514,56.0235
49,5.126,5.5283,6.9344,5.6699,6.1003,6.3458,6.0965,6.9881,10.1792
50,10.0644,7.6839,7.8789,8.3358,9.0823,7.6717,6.3795,9.6696,66.2426
51,7.6256,7.3052,9.0693,8.8013,9.5869,8.2442,8.0492,7.2145,20.0987
52,10.0644,8.8687,7.2542,6.0153,5.9065,8.0224,9.3285,6.9306,29.4556
53,8.607,8.0859,6.9131,6.6263,7.4584,6.7281,6.9074,7.0904,6.906
54,4.3427,4.9101,5.8336,6.1736,6.26,6.5774,6.1008,7.5079,8.6925
55,8.3217,6.1524,7.1307,7.0326,6.7781,6.2077,6.0018,11.4268,9.5247
56,6.8594,6.0643,5.7741,5.9227,7.1694,7.1969,6.3926,8.6387,7.6335
57,4.2091,4.39,6.2742,6.1124,6.1391,7.8437,7.1116,11.0596,10.0956
58,7.1333,7.9294,8.685,8.7214,9.1029,8.2181,7.7552,7.1546,174.5671
59,8.0761,7.6679,6.0775,5.8297,6.1175,5.9513,6.3451,6.5081,6.9695
60,5.126,5.8284,6.0388,5.6746,6.3187,6.2234,7.1909,8.847,47.6375
61,8.2686,7.6987,8.1097,6.9135,6.1976,6.4542,6.9446,8.7764,12.9609
62,5.613,5.6104,6.0773,6.9891,7.8362,7.6086,7.2217,8.7405,8.3239
63,4.21,4.5562,5.8858,5.8002,6.2185,7.3232,6.7479,7.5859,21.7788
64,7.2045,7.7901,6.8397,5.2269,6.6113,8.0016,7.0622,6.3894,13.7212
65,6.5711,6.6851,7.1868,8.0216,7.5269,7.2219,7.1291,6.3312,25.8906
66,4.1967,7.158,8.0877,7.3074,6.9508,6.6701,6.646,6.7465,9.8475
