seed,90%,80%,70%,60%,50%,40%,30%,20%,10%
1,0.9246,0.9239,0.9224,0.9239,0.9236,0.9245,0.9254,0.9248,0.9245
2,0.9311,0.9284,0.9269,0.9247,0.9247,0.924,0.9247,0.9253,0.9252
3,0.9251,0.9277,0.9278,0.9269,0.9261,0.9268,0.9266,0.9248,0.9246
4,0.9192,0.9223,0.9247,0.9245,0.9243,0.9245,0.9241,0.9245,0.925
5,0.931,0.928,0.9259,0.9243,0.924,0.924,0.9239,0.9241,0.9253
6,0.9298,0.9302,0.9287,0.928,0.9261,0.9252,0.9251,0.9245,0.9246
7,0.9182,0.9226,0.9242,0.924,0.9255,0.9253,0.925,0.9246,0.9245
8,0.9244,0.9261,0.9245,0.9244,0.9231,0.9237,0.9245,0.9253,0.925
9,0.9281,0.9289,0.9241,0.9253,0.9254,0.9258,0.925,0.9247,0.925
10,0.9291,0.9249,0.9243,0.9244,0.9241,0.9246,0.925,0.9251,0.9244
11,0.9275,0.9257,0.9231,0.9247,0.923,0.9239,0.9236,0.9237,0.9247
12,0.9227,0.9226,0.9248,0.9241,0.9237,0.9245,0.9243,0.9243,0.9249
13,0.9254,0.9268,0.9237,0.9227,0.9232,0.924,0.9232,0.9233,0.9247
14,0.9194,0.921,0.9231,0.922,0.9236,0.9238,0.9245,0.9254,0.9253
15,0.9251,0.9241,0.9245,0.9252,0.9244,0.9258,0.9246,0.9247,0.9242
16,0.9238,0.9271,0.928,0.9271,0.9264,0.9272,0.926,0.9258,0.9252
17,0.9236,0.9231,0.9231,0.9243,0.9255,0.9259,0.9266,0.9257,0.925
18,0.9274,0.9251,0.9216,0.9233,0.9231,0.9237,0.9234,0.9236,0.9242
19,0.9243,0.9237,0.9261,0.9255,0.9251,0.9251,0.9251,0.9255,0.9251
20,0.9242,0.9261,0.9259,0.9249,0.9256,0.9252,0.9252,0.9259,0.9255
21,0.9187,0.9197,0.9246,0.9236,0.9242,0.9246,0.9244,0.9251,0.9247
22,0.9274,0.9245,0.9228,0.9234,0.9236,0.9238,0.9242,0.9241,0.9245
23,0.9209,0.9201,0.9234,0.9251,0.9254,0.9249,0.9249,0.9242,0.9243
24,0.9233,0.9219,0.9252,0.9252,0.9248,0.9244,0.9242,0.9241,0.9243
25,0.9251,0.9212,0.924,0.9237,0.9243,0.9251,0.9245,0.924,0.9249
26,0.9274,0.9299,0.9271,0.9254,0.9247,0.9251,0.9257,0.925,0.9248
27,0.9242,0.9232,0.9254,0.9232,0.9238,0.9245,0.9245,0.9243,0.9245
28,0.9235,0.9243,0.9234,0.9225,0.9234,0.9231,0.923,0.9229,0.9235
